<run.halo.app.controller.admin.api.SheetController$$InterceptorProxy: void <init>()>-><synthetic.method.SingletonFactory: run.halo.app.controller.admin.api.SheetController getSheetController()>
<run.halo.app.controller.content.api.OptionController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setHandlerMap(java.util.Map)>
<run.halo.app.controller.content.api.OptionController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setUrlPathHelper(org.springframework.web.util.UrlPathHelper)>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: void logout(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: run.halo.app.model.dto.BaseCommentDTO deletePermanently(java.lang.Long,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: java.util.List listDefaultsAsTreeByTeam(org.springframework.data.domain.Sort,java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setHandlerMap(java.util.Map)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: java.util.Map listSettingsBy(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.MailController$$InterceptorProxy: run.halo.app.model.support.BaseResponse testMail(run.halo.app.model.params.MailParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.content.ContentFeedController$$InterceptorProxy: java.lang.String feed(org.springframework.ui.Model,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: java.util.Map listAllWithMapView(java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.OptionController$$SpringCGLIB: java.util.Map listAllWithMapView(java.util.List)>
<run.halo.app.controller.content.api.OptionController$$InterceptorProxy: java.util.Map comment(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><synthetic.method.SingletonFactory: org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider getWebMvcTagsProvider()>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: run.halo.app.model.dto.BackupDTO exportData(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.JournalController$$InterceptorProxy: run.halo.app.model.dto.JournalDTO deleteBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: java.util.List listFiles(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: void deletePermanently(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.StaticStorageController$$InterceptorProxy: void rename(java.lang.String,java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.content.api.PostController$$InterceptorProxy: org.springframework.data.domain.Page listTopComments(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.JournalCommentController$$InterceptorProxy: java.util.List listLatest(int,run.halo.app.model.enums.CommentStatus,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: java.util.List updateStatusInBatch(run.halo.app.model.enums.PostStatus,java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><synthetic.method.SingletonFactory: org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider getWebMvcTagsProvider()>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: java.util.Map listAllWithMapView(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: run.halo.app.model.dto.BackupDTO getMarkdownBackup(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.BackupController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setPathMatcher(org.springframework.util.PathMatcher)>
<run.halo.app.controller.admin.api.TagController$$InterceptorProxy: run.halo.app.model.dto.TagDTO updateBy(java.lang.Integer,run.halo.app.model.params.TagParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.TagController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteBackup(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.content.MainController$$InterceptorProxy: void avatar(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.PhotoController$$InterceptorProxy: java.util.List listTeams(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: run.halo.app.model.vo.SheetCommentWithSheetVO getBy(java.lang.Long,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.AttachmentController$$InterceptorProxy: run.halo.app.model.dto.AttachmentDTO deletePermanently(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.AttachmentController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String content(java.lang.String,java.lang.String,java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.content.api.ThemeController$$InterceptorProxy: run.halo.app.handler.theme.config.support.ThemeProperty getBy(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.ThemeController$$SpringCGLIB: run.halo.app.handler.theme.config.support.ThemeProperty getBy()>
<run.halo.app.controller.content.api.OptionController$$InterceptorProxy: java.util.List listAll(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String content(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest,org.springframework.ui.Model,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.ContentContentController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.CategoryController$$InterceptorProxy: run.halo.app.model.dto.CategoryDTO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: java.util.List listBackups(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.content.api.PostController$$InterceptorProxy: org.springframework.data.domain.Page listCommentsTree(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: void likes(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: void updateContentBy(run.halo.app.model.params.ThemeContentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.PostCommentController$$InterceptorProxy: run.halo.app.model.dto.BaseCommentDTO updateStatusBy(java.lang.Long,run.halo.app.model.enums.CommentStatus,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.PostCommentController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: void logout(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.AdminController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.MailController$$InterceptorProxy: run.halo.app.model.support.BaseResponse testMail(run.halo.app.model.params.MailParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.content.api.TagController$$InterceptorProxy: void <init>()>-><run.halo.app.controller.content.api.TagController: void <init>(run.halo.app.service.TagService,run.halo.app.service.PostTagService,run.halo.app.service.PostService)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteExportedData(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: run.halo.app.model.dto.OptionSimpleDTO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: java.util.List listAsTree(org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.AttachmentController$$InterceptorProxy: run.halo.app.model.dto.AttachmentDTO updateBy(java.lang.Integer,run.halo.app.model.params.AttachmentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: java.util.Map listAllWithMapView(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><synthetic.method.SingletonFactory: org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider getWebMvcTagsProvider()>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteExportedData(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.BackupController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: java.util.List listLatest(int,run.halo.app.model.enums.CommentStatus,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.SheetCommentController$$SpringCGLIB: java.util.List listLatest(int,run.halo.app.model.enums.CommentStatus)>
<run.halo.app.controller.admin.api.UserController$$InterceptorProxy: run.halo.app.model.dto.UserDTO getProfile(run.halo.app.model.entity.User,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String content(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.LinkController$$InterceptorProxy: run.halo.app.model.dto.LinkDTO updateBy(java.lang.Integer,run.halo.app.model.params.LinkParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.LinkController$$SpringCGLIB: run.halo.app.model.dto.LinkDTO updateBy(java.lang.Integer,run.halo.app.model.params.LinkParam)>
<run.halo.app.controller.admin.api.MigrateController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setApplicationContext(org.springframework.context.ApplicationContext)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteBackup(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.StatisticController$$InterceptorProxy: run.halo.app.model.dto.StatisticWithUserDTO statisticsWithUser(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: run.halo.app.handler.theme.config.support.ThemeProperty getActivateTheme(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.ThemeController$$SpringCGLIB: run.halo.app.handler.theme.config.support.ThemeProperty getActivateTheme()>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: void <init>()>-><run.halo.app.controller.admin.api.AdminController: void <init>(run.halo.app.service.AdminService,run.halo.app.service.OptionService)>
<run.halo.app.controller.content.MainController$$InterceptorProxy: void installation(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest)>-><run.halo.app.controller.content.MainController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>
<run.halo.app.controller.content.api.PostController$$InterceptorProxy: run.halo.app.model.vo.PostDetailVO getBy(java.lang.Integer,java.lang.Boolean,java.lang.Boolean,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.PostController$$SpringCGLIB: run.halo.app.model.vo.PostDetailVO getBy(java.lang.Integer,java.lang.Boolean,java.lang.Boolean)>
<run.halo.app.controller.admin.api.PhotoController$$InterceptorProxy: void <init>()>-><run.halo.app.controller.admin.api.PhotoController: void <init>(run.halo.app.service.PhotoService)>
<run.halo.app.controller.admin.api.MigrateController$$InterceptorProxy: void migrateHalo(org.springframework.web.multipart.MultipartFile,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: java.util.List listMarkdowns(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.JournalCommentController$$InterceptorProxy: org.springframework.data.domain.Page listComments(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.UserController$$InterceptorProxy: run.halo.app.model.vo.MultiFactorAuthVO updateMFAuth(run.halo.app.model.params.MultiFactorAuthParam,run.halo.app.model.entity.User,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.UserController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.api.MenuController$$InterceptorProxy: java.util.List listMenusTree(org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.MenuController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.api.PhotoController$$InterceptorProxy: java.util.List listPhotos(org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.AttachmentController$$InterceptorProxy: java.util.List listMediaTypes(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.api.ThemeController$$InterceptorProxy: run.halo.app.handler.theme.config.support.ThemeProperty getBy(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.ThemeController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>
<run.halo.app.controller.content.api.OptionController$$InterceptorProxy: java.util.Map listAllWithMapView(java.util.List,java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.api.SheetController$$InterceptorProxy: run.halo.app.model.vo.SheetDetailVO getBy(java.lang.String,java.lang.Boolean,java.lang.Boolean,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.LogController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void <init>()>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: run.halo.app.model.dto.MenuDTO updateBy(java.lang.Integer,run.halo.app.model.params.MenuParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.MenuController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void <init>()>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: java.util.Map listAllWithMapView(java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: run.halo.app.model.dto.BackupDTO exportMarkdowns(run.halo.app.model.params.PostMarkdownParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.BackupController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: org.springframework.data.domain.Page pageByStatus(run.halo.app.model.enums.PostStatus,java.lang.Boolean,org.springframework.data.domain.Pageable,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.PostController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.JournalCommentController$$InterceptorProxy: run.halo.app.model.dto.BaseCommentDTO updateStatusBy(java.lang.Long,run.halo.app.model.enums.CommentStatus,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.JournalCommentController$$SpringCGLIB: run.halo.app.model.dto.BaseCommentDTO updateStatusBy(java.lang.Long,run.halo.app.model.enums.CommentStatus)>
<run.halo.app.controller.content.api.LinkController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setHandlerMap(java.util.Map)>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: run.halo.app.model.dto.EnvironmentDTO getEnvironments(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.content.api.LinkController$$InterceptorProxy: java.util.List listTeamVos(org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
